Branch_Plant,Item_Nbr,Item_Desc1,Item_Desc2,Lot_Nbr,Location,Product_Line_Code,Product_Line,Item_Type_Code,Item_Type,Product_Level3,Product_Level4,Product_Level5,First_GRN_Date,Item_Year_Aging,Item_Month_Aging,Expiry_Date,Manufacturing_Date_(PRC only),UOM,Pack_Content,Lot_Status,Unit_Cost,Qty_On_Hand,Qty_Hard_Committed,Total_Value,Total_Value_In_Lacs,Qty_Soft_Committed,Qty_Work_Order_Hard_Committed,Qty_Future_Committed,Qty_Available,Year_Expiry,Item_Month_Aging
91210,680000235,Dummy Value 25,Dummy Value 98,Dummy Value 87,G17DS1F02,226,Stryker Communications,MCP,Medsurg Capital,Communications,Communications,Institutional Business,2018-10-05,0,0,2099-12-31,,EA,1,,0.01,8,0,0.05,0,0,0,0,8,2099,0
91209,5545A701,Dummy Value 16,Dummy Value 53,Dummy Value 98,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-04-02,,EA,1,,13894,2,0,27788,0.28,0,0,0,2,2022,15
91210,HM17011,Dummy Value 90,Dummy Value 85,Dummy Value 18,YBR8-4A,406,Beds,SVC,Service,Beds,Medical,Institutional Business,2017-10-18,1,12,2099-12-31,,EA,1,,669.47,1,0,669.47,0.01,0,0,0,1,2099,12
91210,CC0130104,Dummy Value 33,Dummy Value 11,Dummy Value 51,T02AS1A01,226,Stryker Communications,MCP,Medsurg Capital,Communications,Communications,Institutional Business,2017-07-31,1,15,2099-12-31,,EA,1,,2579.1,1,0,2579.1,0.03,0,0,0,1,2099,15
91210,277096282,Dummy Value 80,Dummy Value 76,Dummy Value 89,G16CS1D03,300,LB Power Tools,MCS,Medsurg Consumable,Heavy Duty,Power Tools & Navigation,Orthopaedics,2016-08-19,2,26,2021-07-01,,EA,1,,5816.15,1,0,5816.15,0.06,0,0,0,1,2021,26
91210,70022012,Dummy Value 33,Dummy Value 87,Dummy Value 58,YBR7-2B,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2017-10-18,1,12,2099-12-31,,EA,1,,5759.72,1,0,5759.72,0.06,0,0,0,1,2099,12
91210,263007L,Dummy Value 52,Dummy Value 82,Dummy Value 46,F14DS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2022-04-20,,EA,1,,11316.17,8,0,90529.35,0.91,0,0,0,8,2022,5
91210,67200230,Dummy Value 54,Dummy Value 30,Dummy Value 74,SALEBULK,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-13,0,1,2023-02-20,,EA,1,,22730.39,12,0,272764.68,2.73,0,0,0,12,2023,1
91210,814406L,Dummy Value 54,Dummy Value 34,Dummy Value 43,G02ES1C01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2022-12-02,,EA,1,,11228.32,6,0,67369.91,0.67,0,0,0,6,2022,5
91210,263005R,Dummy Value 23,Dummy Value 92,Dummy Value 54,F03DS1C02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-11-28,1,11,2022-02-13,,EA,1,,11257.17,1,0,11257.17,0.11,0,0,0,1,2022,11
91210,814408L,Dummy Value 100,Dummy Value 67,Dummy Value 77,F04AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-10-28,1,12,2022-05-07,,EA,1,,11346.95,1,0,11346.95,0.11,0,0,0,1,2022,12
91210,7100000100,Dummy Value 98,Dummy Value 48,Dummy Value 48,YAR8-2C,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2017-12-01,1,10,2099-12-31,,EA,1,,77704.32,1,0,77704.32,0.78,0,0,0,1,2099,10
91210,814408R,Dummy Value 77,Dummy Value 60,Dummy Value 15,F14CS1C01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-04-13,0,6,2023-02-11,,EA,1,,11346.95,3,0,34040.85,0.34,0,0,0,3,2023,6
91210,814409L,Dummy Value 21,Dummy Value 31,Dummy Value 93,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-05-04,,EA,1,,11470.07,8,0,91760.56,0.92,0,0,0,8,2023,1
91210,71150011,Dummy Value 55,Dummy Value 68,Dummy Value 43,SALEBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-03-12,0,7,2022-12-05,,EA,1,,7114.05,3,0,21342.14,0.21,0,0,0,3,2022,7
91210,7100265006,Dummy Value 76,Dummy Value 54,Dummy Value 91,YDR8-12B,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2018-02-09,0,8,2099-12-31,,EA,1,,1418.45,1,0,1418.45,0.01,0,0,0,1,2099,8
91210,71150006,Dummy Value 23,Dummy Value 29,Dummy Value 12,F05ES1E06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-31,,EA,1,,6979.38,2,0,13958.77,0.14,0,0,0,2,2023,5
91210,263007R,Dummy Value 25,Dummy Value 44,Dummy Value 86,F04AS1C08,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-06-16,1,16,2021-10-17,,EA,1,,11316.17,4,0,45264.68,0.45,0,0,0,4,2021,16
91210,5400210259,Dummy Value 58,Dummy Value 41,Dummy Value 84,G13DS1E02,303,Micro - NSE,MCP,Medsurg Capital,Micro-Surgical (NSE),NSE,Endoscopy & NSE,2018-03-16,0,7,2099-12-31,,EA,1,,37935.17,1,0,37935.17,0.38,0,0,0,1,2099,7
91210,67200635,Dummy Value 62,Dummy Value 90,Dummy Value 90,SALEBULK,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-19,0,1,2023-05-01,,EA,1,,22528.4,12,0,270340.8,2.7,0,0,0,12,2023,1
91210,714503R,Dummy Value 67,Dummy Value 39,Dummy Value 41,G05DS1D06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-12-22,1,10,2022-09-05,,EA,1,,17456.8,2,0,34913.59,0.35,0,0,0,2,2022,10
91210,704105L,Dummy Value 77,Dummy Value 13,Dummy Value 26,F04CS1D02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-02-21,0,8,2022-06-23,,EA,1,,16103.75,1,0,16103.75,0.16,0,0,0,1,2022,8
91210,3000002000,Dummy Value 79,Dummy Value 22,Dummy Value 24,G19AS1B03,314,Surgical Other,SVC,Service,Surgical Other,Power Tools & Navigation,Orthopaedics,2017-03-20,1,19,2099-12-31,,EA,20,,3489.69,1,0,3489.69,0.03,0,0,0,1,2099,19
91210,5550G339,Dummy Value 25,Dummy Value 15,Dummy Value 32,F02DS1A04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-03-20,1,19,2020-10-21,,EA,1,,2904.87,1,0,2904.87,0.03,0,0,0,1,2020,19
91210,5530G609,Dummy Value 53,Dummy Value 87,Dummy Value 70,F02AS1A06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-08-07,0,2,2023-03-11,,EA,1,,4780.53,2,0,9561.06,0.1,0,0,0,2,2023,2
91210,502539010,Dummy Value 56,Dummy Value 69,Dummy Value 17,G17BS1F01,229,Video,MCP,Medsurg Capital,Video,Endoscopy,Endoscopy & NSE,2014-09-18,4,49,2040-12-31,,EA,1,,70449.65,1,0,70449.65,0.7,0,0,0,1,2040,49
91210,46079362E,Dummy Value 37,Dummy Value 18,Dummy Value 76,F07CS1F06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-26,3,35,2040-12-31,2015-10-06,EA,1,,1715.35,1,0,1715.35,0.02,0,0,0,1,2040,35
91210,704111R,Dummy Value 83,Dummy Value 33,Dummy Value 97,G04DS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-05-22,1,17,2021-12-09,,EA,1,,17007.92,4,0,68031.68,0.68,0,0,0,4,2021,17
91210,814409R,Dummy Value 83,Dummy Value 89,Dummy Value 32,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-04-26,,EA,1,,11470.07,4,0,45880.28,0.46,0,0,0,4,2023,1
91210,5801373,Dummy Value 65,Dummy Value 86,Dummy Value 89,G06BS1A06,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2017-06-07,1,16,2022-04-03,,EA,1,,8181.71,1,0,8181.71,0.08,0,0,0,1,2022,16
91210,814406R,Dummy Value 29,Dummy Value 62,Dummy Value 20,F14ES1E01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-03-12,0,7,2022-06-25,,EA,1,,11228.32,4,0,44913.27,0.45,0,0,0,4,2022,7
91209,804405L,Dummy Value 99,Dummy Value 78,Dummy Value 55,F05DS1B01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-04-23,0,6,2022-08-14,,EA,1,,10055.47,3,0,30166.4,0.3,0,0,0,3,2022,6
91210,48651348,Dummy Value 70,Dummy Value 88,Dummy Value 45,G15AS1D02,125,Cervical,IMP,Implant SKU,Spine,NSE,Endoscopy & NSE,2018-01-24,0,9,2040-12-31,2017-12-01,EA,1,,13782.39,1,0,13782.39,0.14,0,0,0,1,2040,9
91210,CY5001300,Dummy Value 58,Dummy Value 45,Dummy Value 72,YBR20-10,226,Stryker Communications,MCP,Medsurg Capital,Communications,Communications,Institutional Business,2015-04-29,3,42,2040-12-31,,EA,1,,31684.66,1,0,31684.66,0.32,0,0,0,1,2040,42
91210,7100000200,Dummy Value 10,Dummy Value 63,Dummy Value 12,YBR9-1A,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2017-12-01,1,10,2099-12-31,,EA,1,,82400.21,1,0,82400.21,0.82,0,0,0,1,2099,10
91210,1302,Dummy Value 58,Dummy Value 41,Dummy Value 43,G02FS1A01,541,Guidewires,IMP,Implant SKU,Neurovascular,Neurovascular,Neurovascular,2018-08-10,0,2,2020-05-13,,EA,1,,13100.91,18,0,235816.46,2.36,0,0,0,18,2020,2
91210,6260046F,Dummy Value 58,Dummy Value 40,Dummy Value 71,F03AS1B03,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2017-07-26,1,15,2022-05-16,,EA,1,,21017.61,1,0,21017.61,0.21,0,0,0,1,2022,15
91210,814407R,Dummy Value 57,Dummy Value 17,Dummy Value 99,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-06-18,,EA,1,,11346.95,8,0,90775.59,0.91,0,0,0,8,2023,1
91210,32847071E,Dummy Value 99,Dummy Value 42,Dummy Value 24,F06ES2H02,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-26,3,35,2040-12-31,2015-09-23,EA,1,,1887.85,15,0,28317.68,0.28,0,0,0,15,2040,35
91210,6254026000,Dummy Value 69,Dummy Value 48,Dummy Value 17,F01BS1A01,430,EMS,MCP,Medsurg Capital,EMS,Medical,Institutional Business,2017-12-26,1,10,2040-12-31,,EA,1,,33200.17,1,0,33200.17,0.33,0,0,0,1,2040,10
91210,MM006,Dummy Value 77,Dummy Value 63,Dummy Value 67,YAR14-3A,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2017-10-18,1,12,2099-12-31,,EA,1,,739.36,1,0,739.36,0.01,0,0,0,1,2099,12
91210,814411L,Dummy Value 52,Dummy Value 34,Dummy Value 50,G02FS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-01-09,0,9,2022-11-13,,EA,1,,11749.66,6,0,70497.93,0.7,0,0,0,6,2022,9
91209,714505L,Dummy Value 85,Dummy Value 56,Dummy Value 32,G04DS1G01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-12,1,18,2022-03-14,,EA,1,,17535.67,1,0,17535.67,0.18,0,0,0,1,2022,18
91209,1105045310,Dummy Value 82,Dummy Value 92,Dummy Value 63,MUMLOC,423,Stretchers,MCP,Medsurg Capital,Stretchers,Medical,Institutional Business,2018-02-09,0,8,2099-12-31,,EA,1,,1186.96,1,0,1186.96,0.01,0,0,0,1,2099,8
91209,3820203,Dummy Value 51,Dummy Value 82,Dummy Value 92,G15AS2C06,126,Thoraco-Lumbar,IMP,Implant SKU,Spine,NSE,Endoscopy & NSE,2017-07-05,1,15,2040-12-31,,EA,1,,4913.26,1,0,4913.26,0.05,0,0,0,1,2040,15
91210,8212000000,Dummy Value 63,Dummy Value 75,Dummy Value 93,G13BS1A06,301,MB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2017-11-25,1,11,2099-12-31,,EA,1,,9916.96,1,0,9916.96,0.1,0,0,0,1,2099,11
91210,67210027,Dummy Value 70,Dummy Value 44,Dummy Value 47,SALEBULK,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-13,0,1,2023-03-25,,EA,1,,23866.68,10,0,238666.8,2.39,0,0,0,10,2023,1
91210,8215000000,Dummy Value 47,Dummy Value 53,Dummy Value 48,G13BS1A03,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-08-24,0,2,2099-12-31,,EA,1,,11687.45,1,0,11687.45,0.12,0,0,0,1,2099,2
91209,P22059,Dummy Value 28,Dummy Value 65,Dummy Value 78,MUMLOC,226,Stryker Communications,MCP,Medsurg Capital,Communications,Communications,Institutional Business,2018-03-20,0,7,2099-12-31,,EA,1,,58795.17,1,0,58795.17,0.59,0,0,0,1,2099,7
91210,814405L,Dummy Value 91,Dummy Value 40,Dummy Value 40,F13DS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-04-13,0,6,2022-08-30,,EA,1,,11149.44,8,0,89195.55,0.89,0,0,0,8,2022,6
91210,42517040E,Dummy Value 26,Dummy Value 84,Dummy Value 53,F11BS1F01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-05-26,2,29,2040-12-31,2016-04-12,EA,1,,117.35,7,0,821.44,0.01,0,0,0,7,2040,29
91210,804403L,Dummy Value 34,Dummy Value 42,Dummy Value 98,F03ES1B03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-06-16,1,16,2021-06-30,,EA,1,,9976.59,1,0,9976.59,0.1,0,0,0,1,2021,16
91210,5515F701,Dummy Value 89,Dummy Value 48,Dummy Value 69,F03ES1A03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2015-02-05,3,44,2020-01-19,,EA,1,,22747.7,4,0,90990.8,0.91,0,0,0,4,2020,44
91210,44004075E,Dummy Value 21,Dummy Value 89,Dummy Value 22,F06DS2G05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2017-04-17,1,18,2099-12-31,2017-01-17,EA,1,,599.57,1,0,599.57,0.01,0,0,0,1,2099,18
91210,804406R,Dummy Value 92,Dummy Value 12,Dummy Value 95,G05CS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-01-25,0,9,2022-08-13,,EA,1,,10055.47,1,0,10055.47,0.1,0,0,0,1,2022,9
91210,71150005,Dummy Value 28,Dummy Value 31,Dummy Value 99,G10FS2A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-01-25,0,9,2022-12-06,,EA,1,,6979.38,1,0,6979.38,0.07,0,0,0,1,2022,9
91210,5531G216,Dummy Value 26,Dummy Value 81,Dummy Value 11,F02AS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2015-10-29,3,36,2020-09-30,,EA,1,,6245.13,2,0,12490.26,0.12,0,0,0,2,2020,36
91210,46080361E,Dummy Value 43,Dummy Value 99,Dummy Value 35,F07CS1D06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-02-19,0,8,2040-12-31,2015-06-19,EA,1,,1953.89,3,0,5861.68,0.06,0,0,0,3,2040,8
91210,44305013E,Dummy Value 25,Dummy Value 85,Dummy Value 11,F06DS2E06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-08-10,0,2,2099-12-31,2018-04-23,EA,1,,34.63,81,0,2804.84,0.03,0,0,0,81,2099,2
91210,5542A502,Dummy Value 60,Dummy Value 23,Dummy Value 79,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-03-21,,EA,1,,4932.51,2,0,9865.02,0.1,0,0,0,2,2022,15
91210,6220295,Dummy Value 98,Dummy Value 25,Dummy Value 64,G14CS2A03,330,Cranio-Maxillofacial,INS,Instrument SKU,CMF,NSE,Endoscopy & NSE,2018-07-12,0,3,2099-12-31,,EA,1,,15257.9,1,0,15257.9,0.15,0,0,0,1,2099,3
91209,42506048E,Dummy Value 60,Dummy Value 49,Dummy Value 77,F06ES2A03,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-23,3,35,2040-12-31,2014-11-03,EA,1,,113.5,11,0,1248.52,0.01,0,0,0,11,2040,35
91210,714507R,Dummy Value 25,Dummy Value 73,Dummy Value 96,G05ES1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-26,1,18,2022-02-02,,EA,1,,17594.66,1,0,17594.66,0.18,0,0,0,1,2022,18
91210,704107R,Dummy Value 89,Dummy Value 34,Dummy Value 41,G05CS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-26,1,18,2022-04-02,,EA,1,,16502.61,1,0,16502.61,0.17,0,0,0,1,2022,18
91210,2296033521,Dummy Value 60,Dummy Value 19,Dummy Value 29,G16AS2G04,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-10-25,0,0,2023-08-01,,EA,1,,194.94,6,0,1169.64,0.01,0,0,0,6,2023,0
91210,804405R,Dummy Value 12,Dummy Value 55,Dummy Value 55,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-06-26,,EA,1,,10055.47,6,0,60332.81,0.6,0,0,0,6,2023,1
91210,5540A501,Dummy Value 92,Dummy Value 98,Dummy Value 83,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-05-04,,EA,1,,4776.68,1,0,4776.68,0.05,0,0,0,1,2022,15
91210,4103110000,Dummy Value 94,Dummy Value 52,Dummy Value 92,G13BS1E06,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-05-15,0,5,2099-12-31,,EA,1,,8034.24,1,0,8034.24,0.08,0,0,0,1,2099,5
91209,46171070E,Dummy Value 74,Dummy Value 90,Dummy Value 51,F06CS2G05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-09-12,0,1,2099-12-31,2018-07-28,EA,1,,204.56,4,0,818.24,0.01,0,0,0,4,2099,1
91209,3910500422,Dummy Value 99,Dummy Value 34,Dummy Value 26,G15BS1D01,105,Surgical Implants,IMP,Implant SKU,Joint Preservation,Sports Medicine,Orthopaedics,2018-05-24,0,5,2019-12-14,,EA,5,,29350.73,2,0,58701.47,0.59,0,0,0,2,2019,5
91210,5400003105,Dummy Value 30,Dummy Value 14,Dummy Value 51,G16CS2F03,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-06-06,0,4,2023-03-01,,EA,1,,241.11,14,0,3375.55,0.03,0,0,0,14,2023,4
91210,MM003,Dummy Value 77,Dummy Value 78,Dummy Value 75,YDAMAGE,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2017-12-27,1,10,2099-12-31,,EA,1,,1819.23,2,0,3638.46,0.04,0,0,0,2,2099,10
91210,5801220,Dummy Value 37,Dummy Value 14,Dummy Value 40,G06DS1G01,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-07-04,0,3,2023-05-30,,EA,1,,22138.52,2,0,44277.04,0.44,0,0,0,2,2023,3
91210,5820066021,Dummy Value 76,Dummy Value 12,Dummy Value 70,G16DS1A03,303,Micro - NSE,MCS,Medsurg Consumable,NSE - Others,NSE,Endoscopy & NSE,2018-04-03,0,6,2022-12-01,,EA,1,,2144.35,6,0,12866.07,0.13,0,0,0,6,2022,6
91210,234108085,Dummy Value 20,Dummy Value 43,Dummy Value 20,F13CS1B01,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2017-01-21,1,21,2099-12-31,,EA,1,,18072.99,3,0,54218.97,0.54,0,0,0,3,2099,21
91210,502859030,Dummy Value 20,Dummy Value 98,Dummy Value 45,G11CS1B01,229,Video,MCP,Medsurg Capital,Video,Endoscopy,Endoscopy & NSE,2017-05-01,1,17,2099-12-31,,EA,1,,64285.95,1,0,64285.95,0.64,0,0,0,1,2099,17
91210,32803062E,Dummy Value 35,Dummy Value 76,Dummy Value 64,F06AS1D05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-23,3,35,2040-12-31,2014-11-13,EA,1,,394.37,28,0,11042.35,0.11,0,0,0,28,2040,35
91210,1105101001,Dummy Value 56,Dummy Value 65,Dummy Value 55,YAR5-3B,423,Stretchers,SVC,Service,Beds,Medical,Institutional Business,2015-06-18,3,40,2040-12-31,,EA,1,,97.47,1,0,97.47,0,0,0,0,1,2040,40
91209,814413R,Dummy Value 83,Dummy Value 48,Dummy Value 10,G05AS1C03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-11-28,1,11,2021-10-05,,EA,1,,11915.74,2,0,23831.48,0.24,0,0,0,2,2021,11
91210,7310120000,Dummy Value 41,Dummy Value 45,Dummy Value 70,F01FS2A01,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2017-01-30,1,21,2099-12-31,,EA,1,,11375.16,1,0,11375.16,0.11,0,0,0,1,2099,21
91210,5510F702,Dummy Value 40,Dummy Value 17,Dummy Value 94,F03CS1B02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2015-01-21,3,45,2019-12-08,,EA,1,,16566.69,1,0,16566.69,0.17,0,0,0,1,2019,45
91210,71150009,Dummy Value 34,Dummy Value 35,Dummy Value 25,G03CS2A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-15,,EA,1,,7035.17,7,0,49246.21,0.49,0,0,0,7,2023,5
91210,704020,Dummy Value 85,Dummy Value 79,Dummy Value 61,G15AS1E01,110,Lower Extremities,INS,Instrument SKU,Trauma & Extremities,Trauma,Orthopaedics,2016-02-22,2,32,2040-12-31,,EA,1,,11601.5,2,0,23203,0.23,0,0,0,2,2040,32
91210,620040610,Dummy Value 45,Dummy Value 95,Dummy Value 87,G10ES1A01,228,General Surgery,MCP,Medsurg Capital,General Surgery,Endoscopy,Endoscopy & NSE,2018-06-13,0,4,2099-12-31,2018-03-09,EA,1,,199837.23,1,1,199837.23,2,0,0,0,0,2099,4
