Branch_Plant,Item_Nbr,Item_Desc1,Item_Desc2,Lot_Nbr,Location,Product_Line_Code,Product_Line,Item_Type_Code,Item_Type,Product_Level3,Product_Level4,Product_Level5,First_GRN_Date,Item_Year_Aging,Item_Month_Aging,Expiry_Date,Manufacturing_Date_(PRC only),UOM,Pack_Content,Lot_Status,Unit_Cost,Qty_On_Hand,Qty_Hard_Committed,Total_Value,Total_Value_In_Lacs,Qty_Soft_Committed,Qty_Work_Order_Hard_Committed,Qty_Future_Committed,Qty_Available,Year_Expiry,Item_Month_Aging
91210,5515F701,Dummy Value 89,Dummy Value 48,Dummy Value 69,F03ES1A03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2015-02-05,3,44,2020-01-19,,EA,1,,22747.7,4,0,90990.8,0.91,0,0,0,4,2020,44
91210,804406R,Dummy Value 92,Dummy Value 12,Dummy Value 95,G05CS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-01-25,0,9,2022-08-13,,EA,1,,10055.47,1,0,10055.47,0.1,0,0,0,1,2022,9
91210,71150005,Dummy Value 28,Dummy Value 31,Dummy Value 99,G10FS2A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-01-25,0,9,2022-12-06,,EA,1,,6979.38,1,0,6979.38,0.07,0,0,0,1,2022,9
91210,5531G216,Dummy Value 26,Dummy Value 81,Dummy Value 11,F02AS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2015-10-29,3,36,2020-09-30,,EA,1,,6245.13,2,0,12490.26,0.12,0,0,0,2,2020,36
91210,5542A502,Dummy Value 60,Dummy Value 23,Dummy Value 79,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-03-21,,EA,1,,4932.51,2,0,9865.02,0.1,0,0,0,2,2022,15
91210,714507R,Dummy Value 25,Dummy Value 73,Dummy Value 96,G05ES1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-26,1,18,2022-02-02,,EA,1,,17594.66,1,0,17594.66,0.18,0,0,0,1,2022,18
91210,704107R,Dummy Value 89,Dummy Value 34,Dummy Value 41,G05CS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-26,1,18,2022-04-02,,EA,1,,16502.61,1,0,16502.61,0.17,0,0,0,1,2022,18
91210,2296033521,Dummy Value 60,Dummy Value 19,Dummy Value 29,G16AS2G04,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-10-25,0,0,2023-08-01,,EA,1,,194.94,6,0,1169.64,0.01,0,0,0,6,2023,0
91210,804405R,Dummy Value 12,Dummy Value 55,Dummy Value 55,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-06-26,,EA,1,,10055.47,6,0,60332.81,0.6,0,0,0,6,2023,1
91210,5540A501,Dummy Value 92,Dummy Value 98,Dummy Value 83,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-05-04,,EA,1,,4776.68,1,0,4776.68,0.05,0,0,0,1,2022,15
91210,4103110000,Dummy Value 94,Dummy Value 52,Dummy Value 92,G13BS1E06,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-05-15,0,5,2099-12-31,,EA,1,,8034.24,1,0,8034.24,0.08,0,0,0,1,2099,5
91209,3910500422,Dummy Value 99,Dummy Value 34,Dummy Value 26,G15BS1D01,105,Surgical Implants,IMP,Implant SKU,Joint Preservation,Sports Medicine,Orthopaedics,2018-05-24,0,5,2019-12-14,,EA,5,,29350.73,2,0,58701.47,0.59,0,0,0,2,2019,5
91210,5400003105,Dummy Value 30,Dummy Value 14,Dummy Value 51,G16CS2F03,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-06-06,0,4,2023-03-01,,EA,1,,241.11,14,0,3375.55,0.03,0,0,0,14,2023,4
91210,5801220,Dummy Value 37,Dummy Value 14,Dummy Value 40,G06DS1G01,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-07-04,0,3,2023-05-30,,EA,1,,22138.52,2,0,44277.04,0.44,0,0,0,2,2023,3
91210,234108085,Dummy Value 20,Dummy Value 43,Dummy Value 20,F13CS1B01,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2017-01-21,1,21,2099-12-31,,EA,1,,18072.99,3,0,54218.97,0.54,0,0,0,3,2099,21
91209,814413R,Dummy Value 83,Dummy Value 48,Dummy Value 10,G05AS1C03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-11-28,1,11,2021-10-05,,EA,1,,11915.74,2,0,23831.48,0.24,0,0,0,2,2021,11
91210,7310120000,Dummy Value 41,Dummy Value 45,Dummy Value 70,F01FS2A01,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2017-01-30,1,21,2099-12-31,,EA,1,,11375.16,1,0,11375.16,0.11,0,0,0,1,2099,21
91210,5510F702,Dummy Value 40,Dummy Value 17,Dummy Value 94,F03CS1B02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2015-01-21,3,45,2019-12-08,,EA,1,,16566.69,1,0,16566.69,0.17,0,0,0,1,2019,45
91210,71150009,Dummy Value 34,Dummy Value 35,Dummy Value 25,G03CS2A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-15,,EA,1,,7035.17,7,0,49246.21,0.49,0,0,0,7,2023,5
91210,704020,Dummy Value 85,Dummy Value 79,Dummy Value 61,G15AS1E01,110,Lower Extremities,INS,Instrument SKU,Trauma & Extremities,Trauma,Orthopaedics,2016-02-22,2,32,2040-12-31,,EA,1,,11601.5,2,0,23203,0.23,0,0,0,2,2040,32
91210,71150007,Dummy Value 27,Dummy Value 78,Dummy Value 93,F01AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-02-21,0,8,2022-10-29,,EA,1,,7035.17,8,0,56281.38,0.56,0,0,0,8,2022,8
91210,714507L,Dummy Value 95,Dummy Value 23,Dummy Value 69,G06ES1G01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-05-28,1,17,2021-08-01,,EA,1,,17594.66,1,0,17594.66,0.18,0,0,0,1,2021,17
91210,234020156,Dummy Value 24,Dummy Value 32,Dummy Value 91,G11ES2D01,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2012-09-12,6,73,2040-12-31,,EA,1,,11400.81,4,0,45603.26,0.46,0,0,0,4,2040,73
91210,400610000,Dummy Value 52,Dummy Value 51,Dummy Value 18,G01FS2B01,314,Surgical Other,MCP,Medsurg Capital,Surgical Other,Power Tools & Navigation,Orthopaedics,2018-06-25,0,4,2099-12-31,,EA,1,,17185.55,5,0,85927.73,0.86,0,0,0,5,2099,4
91210,8270910,Dummy Value 13,Dummy Value 48,Dummy Value 59,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-06-29,,EA,1,,5528.23,24,0,132677.55,1.33,0,0,0,24,2023,1
91209,5421156F,Dummy Value 38,Dummy Value 10,Dummy Value 89,G06DS1C02,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-07-25,0,3,2023-06-05,,EA,1,,12612.11,1,0,12612.11,0.13,0,0,0,1,2023,3
91210,234020035,Dummy Value 51,Dummy Value 18,Dummy Value 28,G21BS1D01,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2017-05-09,1,17,2099-12-31,,EA,1,,19284.36,1,0,19284.36,0.19,0,0,0,1,2099,17
91210,5100037113,Dummy Value 53,Dummy Value 69,Dummy Value 66,G16CS1A05,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2016-06-18,2,28,2021-05-01,,EA,1,,629.71,2,0,1259.42,0.01,0,0,0,2,2021,28
91210,8260710,Dummy Value 61,Dummy Value 99,Dummy Value 25,G02CS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-02-28,,EA,1,,4932.51,21,0,103582.67,1.04,0,0,0,21,2023,5
91210,263005L,Dummy Value 66,Dummy Value 31,Dummy Value 79,F01ES1C01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-11-28,1,11,2021-12-21,,EA,1,,11257.17,2,0,22514.35,0.23,0,0,0,2,2021,11
91210,72130510,Dummy Value 46,Dummy Value 18,Dummy Value 17,F13CS1C01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-10-16,1,12,2022-06-13,,EA,1,,5072.29,14,0,71012.06,0.71,0,0,0,14,2022,12
91210,25250007,Dummy Value 78,Dummy Value 44,Dummy Value 52,SALEBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-12-21,1,10,2022-07-27,,EA,1,,7214.08,2,0,14428.16,0.14,0,0,0,2,2022,10
91210,20820064L,Dummy Value 79,Dummy Value 48,Dummy Value 27,F03DS1F01,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2015-02-04,3,44,2019-12-03,,EA,1,,45531.44,2,0,91062.87,0.91,0,0,0,2,2019,44
91210,5510F601,Dummy Value 21,Dummy Value 20,Dummy Value 27,F03DS1B03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2016-06-11,2,28,2021-05-16,,EA,1,,15804.89,1,0,15804.89,0.16,0,0,0,1,2021,28
91210,234500230,Dummy Value 91,Dummy Value 66,Dummy Value 88,G23BS1C01,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2016-04-01,2,30,2040-12-31,,EA,1,,7558.43,4,0,30233.74,0.3,0,0,0,4,2040,30
91210,2108100000,Dummy Value 83,Dummy Value 14,Dummy Value 30,G16AS1D06,300,LB Power Tools,MCS,Medsurg Consumable,Heavy Duty,Power Tools & Navigation,Orthopaedics,2017-08-24,1,14,2022-07-01,,EA,1,,370,12,0,4440.03,0.04,0,0,0,12,2022,14
91210,814411R,Dummy Value 58,Dummy Value 86,Dummy Value 15,SSBULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-06-20,,EA,1,,11836.87,5,0,59184.33,0.59,0,0,0,5,2023,1
91209,5532G111,Dummy Value 80,Dummy Value 69,Dummy Value 89,F02BS1C02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-11,0,1,2023-01-15,,EA,1,,6611.93,2,0,13223.86,0.13,0,0,0,2,2023,1
91210,5532G613,Dummy Value 100,Dummy Value 44,Dummy Value 39,F02CS1A02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-01-20,0,9,2020-01-13,,EA,1,,5519.25,1,0,5519.25,0.06,0,0,0,1,2020,9
91210,804404R,Dummy Value 40,Dummy Value 85,Dummy Value 46,G05CS1D06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-04-19,0,6,2022-09-04,,EA,1,,9976.59,1,0,9976.59,0.1,0,0,0,1,2022,6
91210,375636000,Dummy Value 57,Dummy Value 32,Dummy Value 16,F16BS1E01,204,Arthroscopy,MCS,Medsurg Consumable,Arthroscopy,Sports Medicine,Orthopaedics,2014-12-18,4,46,2019-11-01,,EA,5,,4456.7,1,0,4456.7,0.04,0,0,0,1,2019,46
91210,298097100,Dummy Value 41,Dummy Value 14,Dummy Value 71,G16AS1B05,300,LB Power Tools,MCS,Medsurg Consumable,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-09-28,0,1,2023-08-01,,EA,1,,370.64,38,0,14084.45,0.14,0,0,0,38,2023,1
91210,2296003508,Dummy Value 53,Dummy Value 97,Dummy Value 57,G16CS1F05,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-10-25,0,0,2023-09-01,,EA,1,,215.46,1,0,215.46,0,0,0,0,1,2023,0
91210,375747000,Dummy Value 40,Dummy Value 39,Dummy Value 85,G12CS1C03,204,Arthroscopy,MCS,Medsurg Consumable,Arthroscopy,Sports Medicine,Orthopaedics,2016-01-21,2,33,2020-08-01,,EA,5,,18034.56,5,0,90172.82,0.9,0,0,0,5,2020,33
91210,234020032,Dummy Value 56,Dummy Value 33,Dummy Value 48,G13ES1C03,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2017-04-25,1,18,2099-12-31,,EA,1,,6810.73,1,0,6810.73,0.07,0,0,0,1,2099,18
91210,1608006093,Dummy Value 97,Dummy Value 96,Dummy Value 91,G16CS2C03,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-04-10,0,6,2023-01-01,,EA,1,,749.62,3,0,2248.87,0.02,0,0,0,3,2023,6
91210,5521B500,Dummy Value 15,Dummy Value 16,Dummy Value 95,F04AS1B06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-06-05,,EA,1,,12985.99,1,0,12985.99,0.13,0,0,0,1,2022,15
91210,8270912,Dummy Value 79,Dummy Value 84,Dummy Value 53,G02ES1B01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-25,,EA,1,,5677,14,0,79478.02,0.79,0,0,0,14,2023,5
91210,5570S020,Dummy Value 48,Dummy Value 56,Dummy Value 12,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2021-11-30,,EA,1,,11999.74,5,0,59998.72,0.6,0,0,0,5,2021,15
91210,5546A601,Dummy Value 19,Dummy Value 100,Dummy Value 60,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-05-07,,EA,1,,17164.38,4,0,68657.54,0.69,0,0,0,4,2022,15
91210,8220310,Dummy Value 16,Dummy Value 89,Dummy Value 70,G05AS1C05,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-05-25,1,17,2021-11-08,,EA,1,,5023.55,2,0,10047.1,0.1,0,0,0,2,2021,17
91210,64953010,Dummy Value 81,Dummy Value 96,Dummy Value 11,G05CS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-08-17,0,2,2023-04-23,,EA,1,,4718.96,3,0,14156.88,0.14,0,0,0,3,2023,2
91210,72130515,Dummy Value 57,Dummy Value 64,Dummy Value 74,G04CS1A04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2016-09-29,2,25,2021-07-11,,EA,1,,5210.16,2,0,10420.32,0.1,0,0,0,2,2021,25
91210,72130312,Dummy Value 39,Dummy Value 88,Dummy Value 87,G04BS1D03,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-12-12,1,10,2020-06-10,,EA,1,,5126.79,1,0,5126.79,0.05,0,0,0,1,2020,10
91210,73203508,Dummy Value 23,Dummy Value 69,Dummy Value 34,G03CS2A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-12,0,1,2023-04-08,,EA,1,,2942.7,18,0,52968.68,0.53,0,0,0,18,2023,1
91210,8260308,Dummy Value 17,Dummy Value 78,Dummy Value 69,SALE BULK,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-03-14,0,7,2022-12-10,,EA,1,,4845.3,6,0,29071.79,0.29,0,0,0,6,2022,7
91210,72130310,Dummy Value 27,Dummy Value 94,Dummy Value 48,G04BS1D02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-12-12,1,10,2021-06-25,,EA,1,,5053.69,2,0,10107.38,0.1,0,0,0,2,2021,10
91210,60200335,Dummy Value 84,Dummy Value 71,Dummy Value 40,G06ES1A01,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-28,0,1,2023-07-18,,EA,1,,23386.39,9,1,210477.51,2.1,0,0,0,8,2023,1
91210,774009,Dummy Value 96,Dummy Value 72,Dummy Value 81,G04FS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-19,1,18,2022-02-14,,EA,1,,11157.14,1,0,11157.14,0.11,0,0,0,1,2022,18
91210,72130715,Dummy Value 72,Dummy Value 42,Dummy Value 12,G06FS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-04-20,1,18,2021-08-30,,EA,1,,5352.51,2,0,10705.02,0.11,0,0,0,2,2021,18
91210,714509R,Dummy Value 42,Dummy Value 32,Dummy Value 41,G04AS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-06-16,1,16,2022-05-12,,EA,1,,17776.78,1,0,17776.78,0.18,0,0,0,1,2022,16
